SCRIPT,LOCATOR_METHOD,FILE_NAME,VARIABLE,DESCRIPTION,UNIT,VALUES,TYPE,COLOR
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qcs_sys_scu_MWhyr,SCU system cool demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhpro_sys0_kW,Nominal process heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhpro_sys_MWhyr,Yearly industrial processes heat demand.,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs0_kW,Nominal Total heating demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_MWhyr,Total heating demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_dis_ls0_kW,Nominal Heating system distribution losses.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_dis_ls_MWhyr,Heating system distribution losses,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_em_ls0_kW,Nominal Heating emission losses.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_em_ls_MWhyr,Heating system emission losses,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_lat_ahu0_kW,Nominal AHU latent heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_lat_ahu_MWhyr,AHU latent heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_lat_aru0_kW,Nominal ARU latent heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_lat_aru_MWhyr,ARU latent heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_lat_sys0_kW,Nominal System latent heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_lat_sys_MWhyr,System latent heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_ahu0_kW,Nominal AHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_ahu_MWhyr,AHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_aru0_kW,ARU sensible heat demand,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_aru_MWhyr,ARU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_shu0_kW,Nominal SHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_shu_MWhyr,SHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_sys0_kW,Nominal HVAC systems sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sen_sys_MWhyr,SHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys0_kW,Nominal end-use space heating demand,kW,{0.0...n},float,red
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys_MWhyr,End-use space heating demand,MWh/yr,{0.0...n},float,red
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys_ahu0_kW,Nominal AHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys_ahu_MWhyr,AHU system heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys_aru0_kW,Nominal ARU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys_aru_MWhyr,ARU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys_shu0_kW,Nominal SHU sensible heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qhs_sys_shu_MWhyr,SHU sensible heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qww0_kW,Nominal DHW heat demand.,[kW/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qww_MWhyr,DHW heat demand,[MWh/year],{0.0...n},float,black
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qww_sys0_kW,Nominal end-use hotwater demand,kW,{0.0...n},float,orange
demand,get_total_demand,outputs/data/demand/total_demand.csv,Qww_sys_MWhyr,End-use hotwater demand,MWh/yr,{0.0...n},float,orange
demand,get_total_demand,outputs/data/demand/total_demand.csv,SOLAR_hs0_kW,Nominal solar thermal energy requirement for space heating supply,kW,{0.0...n},float,yellow
demand,get_total_demand,outputs/data/demand/total_demand.csv,SOLAR_hs_MWhyr,Solar thermal energy requirement for space heating supply,MWh/yr,{0.0...n},float,yellow
demand,get_total_demand,outputs/data/demand/total_demand.csv,SOLAR_ww0_kW,Nominal solar thermal energy requirement for hotwater supply,kW,{0.0...n},float,yellow_light
demand,get_total_demand,outputs/data/demand/total_demand.csv,SOLAR_ww_MWhyr,Solar thermal energy requirement for hotwater supply,MWh/yr,{0.0...n},float,yellow_light
demand,get_total_demand,outputs/data/demand/total_demand.csv,WOOD_hs0_kW,Nominal WOOD requirement for space heating supply,kW,{0.0...n},float,brown
demand,get_total_demand,outputs/data/demand/total_demand.csv,WOOD_hs_MWhyr,WOOD requirement for space heating supply,MWh/yr,{0.0...n},float,brown
demand,get_total_demand,outputs/data/demand/total_demand.csv,WOOD_ww0_kW,Nominal WOOD requirement for hotwater supply,kW,{0.0...n},float,brown_light
demand,get_total_demand,outputs/data/demand/total_demand.csv,WOOD_ww_MWhyr,WOOD requirement for hotwater supply,MWh/yr,{0.0...n},float,brown_light
demand,get_total_demand,outputs/data/demand/total_demand.csv,people0,Nominal occupancy,[people],{0...n},int,black
emissions,get_lca_embodied,outputs/data/emissions/total_lca_embodied.csv,E_ghg_kgm2,Building construction and decomissioning,kg CO2-eq/m2.yr,{0.0...n},float,black
emissions,get_lca_embodied,outputs/data/emissions/total_lca_embodied.csv,E_ghg_ton,Building construction and decomissioning,ton CO2-eq/yr,{0.0...n},float,black
emissions,get_lca_embodied,outputs/data/emissions/total_lca_embodied.csv,E_nre_pen_GJ,Building construction and decomissioning,GJ/yr,{0.0...n},float,red
emissions,get_lca_embodied,outputs/data/emissions/total_lca_embodied.csv,E_nre_pen_MJm2,Building construction and decomissioning,MJoil-eq/m2.yr,{0.0...n},float,red
emissions,get_lca_embodied,outputs/data/emissions/total_lca_embodied.csv,GFA_m2,Gross floor area,[m2],{0.0...n},float,black
emissions,get_lca_embodied,outputs/data/emissions/total_lca_embodied.csv,Name,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
emissions,get_lca_mobility,outputs/data/emissions/total_lca_mobility.csv,GFA_m2,Gross floor area,[m2],{0.0...n},float,black
emissions,get_lca_mobility,outputs/data/emissions/total_lca_mobility.csv,M_ghg_kgm2,Commuting,kg CO2-eq/m2.yr,{0.0...n},float,grey_light
emissions,get_lca_mobility,outputs/data/emissions/total_lca_mobility.csv,M_ghg_ton,Commuting,ton CO2-eq/yr,{0.0...n},float,grey_light
emissions,get_lca_mobility,outputs/data/emissions/total_lca_mobility.csv,M_nre_pen_GJ,Commuting,GJ/yr,{0.0...n},float,red_lighter
emissions,get_lca_mobility,outputs/data/emissions/total_lca_mobility.csv,M_nre_pen_MJm2,Commuting,MJoil-eq/m2.yr,{0.0...n},float,red_lighter
emissions,get_lca_mobility,outputs/data/emissions/total_lca_mobility.csv,Name,Unique building ID. It must start with a letter.,[-],alphanumeric,string,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_hs_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the coal powererd heating system,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_hs_ghg_ton,Emissions due to operational energy of the coal powered heating system,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_hs_nre_pen_GJ,Operational primary energy demand (non-renewable) for coal powered heating system,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_hs_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the coal powered heating system,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_ww_ghg_kgm2,Emissions due to operational energy per unit of conditionend floor area of the coal powered domestic hot water system,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_ww_ghg_ton,Emissions due to operational energy of the coal powered domestic hot water system,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_ww_nre_pen_GJ,Operational primary energy demand (non-renewable) for coal powered domestic hot water system,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,COAL_ww_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the coal powered domestic hot water system,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cdata_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the district cooling for the data center,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cdata_ghg_ton,Emissions due to operational energy of the district cooling for the data center,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cdata_nre_pen_GJ,Operational primary energy demand (non-renewable) for district cooling system of the data center,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cdata_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the dstrict cooling for the data center,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cre_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the district cooling for cooling and refrigeration,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cre_ghg_ton,Emissions due to operational energy of the district cooling for the cooling and refrigeration,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cre_nre_pen_GJ,Operational primary energy demand (non-renewable) for district cooling system for cooling and refrigeration,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cre_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the dstrict cooling for cooling and refrigeration,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cs_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the district cooling,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cs_ghg_ton,Emissions due to operational energy of the district cooling,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cs_nre_pen_GJ,Operational primary energy demand (non-renewable) for district cooling system,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DC_cs_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the district cooling,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_hs_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the district heating system,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_hs_ghg_ton,Emissions due to operational energy of the district heating system,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_hs_nre_pen_GJ,Operational primary energy demand (non-renewable) for district heating system,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_hs_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the district heating system,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_ww_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the district heating domestic hot water system,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_ww_ghg_ton,Emissions due to operational energy of the district heating powered domestic hot water system,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_ww_nre_pen_GJ,Operational primary energy demand (non-renewable) for district heating powered domestic hot water system,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,DH_ww_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the district heating domestic hot water system,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,GFA_m2,Gross floor area,[m2],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,GFA_m2.1,TODO,TODO,TODO,TODO,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,GRID_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area from grid electricity,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,GRID_ghg_ton,Emissions due to operational energy of the electrictiy from the grid,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,GRID_nre_pen_GJ,Operational primary energy demand (non-renewable) from the grid,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,GRID_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) from grid electricity,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,NG_hs_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the natural gas powered heating system,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,NG_hs_ghg_ton,Emissions due to operational energy of the natural gas powered heating system,[ton/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,NG_hs_nre_pen_GJ,Operational primary energy demand (non-renewable) for natural gas powered heating system,[GJ/yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,NG_hs_nre_pen_MJm2,Operational primary energy demand per unit of conditioned floor area (non-renewable) of the natural gas powered heating system,[MJ/m2-yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,NG_ww_ghg_kgm2,Emissions due to operational energy per unit of conditioned floor area of the gas powered domestic hot water system,[kg/m2 -yr],{0.0...n},float,black
emissions,get_lca_operation,outputs/data/emissions/total_lca_operation.csv,NG_ww_ghg_ton,Emissions due to operational energy of the solar powered domestic hot water system,[ton/yr],{0.0...n},float,black
