FILE,FIELD,RMSE,ERROR,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_capex_total_USD,35.1731250000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_capex_total_building_scale_USD,35.1731250000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_USD,41.4667500000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_a_USD,41.4667500000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_a_building_scale_USD,41.4667500000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_a_fixed_USD,0.0309500000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_a_var_USD,41.3375750000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_building_scale_USD,41.4667500000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_fixed_USD,0.0309500000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_cs_opex_var_USD,41.3375750000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_a_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_a_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_data_opex_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_a_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_a_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_hs_opex_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_a_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_a_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_l_opex_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_a_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_a_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_pro_opex_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_a_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_a_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_v_opex_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_a_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_a_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,GRID_ww_opex_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_a_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_a_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_fixed_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_hs_opex_var_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_TAC_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_a_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_a_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_a_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_a_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_total_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_total_building_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_total_city_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_capex_total_district_scale_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_opex_USD,0.0000000000,ok,
cooling\outputs\data\costs\supply_system_costs_today.csv,NG_ww_opex_a_USD,0.0000000000,ok,
